id,text,screen_name,time
725877343441440769,#PG Procter &amp; Gamble Irish arm sees dip in profit to €11.7m in year. Read more: https://t.co/X9l1xT5FtE $PG,personal_pdts,Fri Apr 29 02:40:19 +0000 2016
725858680936210432,Biotech are so hard to invest in...$GILD now at 7x per meanwhile diapers are trading at 26x $PG.  Makes sense.,stocktradersrpt,Fri Apr 29 01:26:09 +0000 2016
725791919670849536,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/CLQ9xbTbtL $PG,personal_pdts,Thu Apr 28 21:00:52 +0000 2016
725791919666683904,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/69SV6gLYaa $PG,household_pdts,Thu Apr 28 21:00:52 +0000 2016
725786797603721218,"$PG hold in there. A break below the trendline brings the 200 day into focus
#thankyoumom $UL $CL $AVP https://t.co/OYVQqZVFn4",Chartist_Baird,Thu Apr 28 20:40:31 +0000 2016
725781317124804608,With a yield of 3.3% Procter &amp; Gamble is a 💰 dividend 💰 stock worth a look $PG https://t.co/RmUiKvJxyU https://t.co/RsguFpggdG,WarrenofWallSt,Thu Apr 28 20:18:45 +0000 2016
725767389011283968,#PG Fifth Third hires #veteran to lead innovation. Read more: https://t.co/jOxkDA2Ik3 $PG,household_pdts,Thu Apr 28 19:23:24 +0000 2016
725767388986114048,#PG Fifth Third hires #veteran to lead innovation. Read more: https://t.co/KlXABPsDTD $PG,personal_pdts,Thu Apr 28 19:23:24 +0000 2016
725766767788744704,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/5d7ZKXuaTG $PG,personal_pdts,Thu Apr 28 19:20:56 +0000 2016
725766767788707840,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/raPkiszqow $PG,household_pdts,Thu Apr 28 19:20:56 +0000 2016
725765836804358144,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/fAjkwueDEt $PG,personal_pdts,Thu Apr 28 19:17:14 +0000 2016
725765836682620928,#PG #signs one of world's fastest women to promote a brand. Read more: https://t.co/ZXp9tuUNGa $PG,household_pdts,Thu Apr 28 19:17:14 +0000 2016
725754343857614848,#PG Mopping Device. Read more: https://t.co/eMhomOnVbE $PG,personal_pdts,Thu Apr 28 18:31:34 +0000 2016
725754188605476864,#PG Mopping Device. Read more: https://t.co/eYYpCb6l7R $PG,household_pdts,Thu Apr 28 18:30:57 +0000 2016
725741691286740992,$fb $msft DEFINATELY conquers all structured toxic assets. Being the FIRST butt &amp;every body end in $HIT $pg #pampers &amp;assholXN thx greenspan,knjerome,Thu Apr 28 17:41:17 +0000 2016
725734981675315201,"The Top 10 S&amp;P 500 Dividend Stocks to Buy Right Now $MRK $PG $BA $PFE $CSCO ... 
https://t.co/HvCmpJHdBn",InvestorPlace,Thu Apr 28 17:14:37 +0000 2016
725731390197653505,A bullish Big MAC (Bullish) has occurred at 12:30 PM Apr 28 at  $79.88 on Procter &amp; Gamble Co (PG) $PG  https://t.co/zg8bOPwA1G,websofttechies,Thu Apr 28 17:00:21 +0000 2016
725730615430111233,Analysts’ Weekly Ratings Changes for Procter &amp; Gamble Co $PG https://t.co/cUwna6o3Wu,WKRBNews,Thu Apr 28 16:57:16 +0000 2016
725729410549190656,"Tuesday's Consumer Pops and Drops: WHR, PG, HSY, and TEN $WHR $HSY $TEN $PG https://t.co/n68aT1FXAc",MarketRealist,Thu Apr 28 16:52:29 +0000 2016
725721422002147330,Bottom fishing today $JBT $ORBC $PG $PSA $QQQ $RE $TRVN,harveyrosenblum,Thu Apr 28 16:20:44 +0000 2016
725715581371056128,Roundview Capital LLC Sells 85 Shares of Procter &amp; Gamble Co $PG https://t.co/phynilrnLr,SleekMoneycom,Thu Apr 28 15:57:32 +0000 2016
